url,Dun,anto,adrien,ethan
https://www.cbsnews.com/essentials/how-to-watch-the-baltimore-ravens-vs-arizona-cardinals-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-cincinnati-bengals-vs-san-francisco-49ers-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-philadelphia-eagles-vs-washington-commanders-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-kansas-city-chiefs-vs-denver-broncos-game-2023-10-29/,Negative,Negative,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-cleveland-browns-vs-seattle-seahawks-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-minnesota-vikings-vs-green-bay-packers-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-atlanta-falcons-vs-tennessee-titans-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-jacksonville-jaguars-vs-pittsburgh-steelers-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-san-francisco-49ers-vs-minnesota-vikings-game-2023-10-23/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-tampa-bay-buccaneers-vs-buffalo-bills-game-2023-10-26/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-detroit-lions-vs-baltimore-ravens-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-las-vegas-raiders-vs-chicago-bears-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-tonights-dallas-cowboys-vs-los-angeles-chargers-game-2023-10-16/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/week-7-nfc-showdown-how-to-watch-the-arizona-cardinals-vs-seattle-seahawks-game/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-green-bay-packers-vs-denver-broncos-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-buffalo-bills-vs-the-new-england-patriots-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-pittsburgh-steelers-vs-los-angeles-rams-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-cleveland-browns-vs-the-indianapolis-colts-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-atlanta-falcons-vs-tampa-bay-buccaneers-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-miami-dolphins-vs-philadelphia-eagles-game-2023-10-22/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-chicago-bears-vs-la-chargers-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/essentials/how-to-watch-the-new-england-patriots-vs-miami-dolphins-game-2023-10-29/,Positive,Positive,,Positive
https://www.cbsnews.com/news/trump-ballot-colorado-insurrection-clause/,,,Neutral,
https://www.cbsnews.com/essentials/best-gifts-for-teen-girls/,,,Neutral,
https://fortune.com/2023/10/29/weekend-box-office-video-game-adaptation-five-nights-freddys-blumhouse-number-1/,,,Positive,
https://fortune.com/2023/11/09/watch-stream-nfl-thursday-night-football-games-live-online-free-without-cable-2023-season-what-channel-fox-cbs-abc-nbc-espn-amazon-week-10/,Neutral,Neutral,,Positive
https://fortune.com/2023/10/26/gdp-report-analysis-interest-rates-inflation-federal-reserve/,,,Neutral,
https://fortune.com/2023/11/05/watch-stream-nfl-football-games-live-online-free-without-cable-2023-season-week-9-what-channel-fox-cbs-abc-nbc-espn/,Neutral,Neutral,,Positive
https://fortune.com/2023/10/20/sag-aftra-actors-strike-celebrity-halloween-costumes/,,,Positive,
https://fortune.com/2023/11/10/amc-theatres-best-revenue-movies-attendance-since-pandemic-began-barbenheimer/,,,Positive,
https://fortune.com/2023/10/22/watch-stream-nfl-football-games-live-online-free-without-cable-2023-season-week-7-what-channel-fox-cbs-abc-nbc-espn/,Neutral,Neutral,,Positive
https://www.foxnews.com/sports/eagles-jason-kelce-expresses-concern-brother-travis-kelce-budding-romance-taylor-swift,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-gwen-stefani-blake-shelton-bring-romance-photos,Positive,Positive,,Positive
https://www.foxnews.com/lifestyle/moms-creepy-cool-taylor-swift-halloween-display-goes-viral-tiktok,,,Positive,
https://www.foxnews.com/sports/taylor-swift-watches-football-former-nfl-quarterback-bernie-kosar-before-attending-chiefs-game,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-sports-travis-kelces-football-jersey-number-friendship-bracelet-chiefs-game,Positive,Positive,,Positive
https://www.foxnews.com/sports/travis-kelce-faces-jabs-another-quiet-game-without-taylor-swift-attendance,Negative,Negative,,Positive
https://www.foxnews.com/entertainment/us-professors-use-pop-culture-icons-taylor-swift-rick-ross-make-law-school-engaging,,,Positive,
https://www.foxnews.com/sports/travis-kelce-taylor-swift-budding-relationship-draws-wholesome-remark-andy-reid,Positive,Positive,,Positive
https://www.foxnews.com/sports/simone-biles-try-meet-taylor-swift-chiefs-packers-game,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/drew-barrymore-thanks-taylor-swift-inspiring-start-dating-again-years-celibacy,Positive,Positive,,Positive
https://www.foxnews.com/lifestyle/taylor-swift-travis-kelce-halloween-costume-wins-friends-the-top-prize-see-their-rendition-of-the-stars,,,Positive,
https://www.foxnews.com/politics/new-jersey-gov-phil-murphy-used-12k-taxpayer-funds-party-taylor-swift-concert-stadium-events,,,Negative,
https://www.foxnews.com/sports/travis-kelces-big-day-taylor-swift-attendance-helps-chiefs-huge-win-chargers,Positive,Positive,,Positive
https://www.foxnews.com/sports/taylor-swift-brittany-mahomes-show-off-new-handshake-monster-half-patrick-mahomes-travis-kelce,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-releases-reimagined-1989-album-reviving-nostalgia-during-new-era-of-career,,,Positive,
https://www.foxnews.com/entertainment/taylor-swift-runs-kiss-travis-kelce-attends-her-second-eras-show-argentina,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-jokes-witchcraft-never-beating-sorcery-allegations-crazy-concert-moment,,,Neutral,
https://www.foxnews.com/entertainment/taylor-swift-pleads-fans-item-thrown-onstage-eras-tour-concert,,,Neutral,
https://www.foxnews.com/sports/rob-gronkowski-says-nfl-overdoing-taylor-swift-coverage-games-we-want-more-football,,,Negative,
https://www.foxnews.com/sports/travis-kelce-asked-in-love-taylor-swift-addresses-relationship-status,Neutral,Neutral,,Positive
https://www.foxnews.com/entertainment/taylor-swift-selena-gomez-brittany-mahomes-spotted-nyc-ahead-travis-kelce-game-germany,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/travis-kelce-plays-into-joke-taylor-swift-put-me-on-map,Positive,Positive,,Positive
https://www.foxnews.com/sports/patrick-mahomes-one-up-taylor-swifts-his-wifes-handshake-travis-kelce,Positive,Positive,,Positive
https://www.foxnews.com/sports/travis-kelce-expecting-another-taylor-swift-sighting-chiefs-game,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/kelly-clarkson-jokes-taylor-swift-travis-kelce-taken-over-nfl,,,Positive,
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-meet-parents-whos-who-each-famous-family,Positive,Positive,,Positive
https://www.foxnews.com/sports/patrick-mahomes-mother-gushes-taylor-swift-pop-star-meets-quarterbacks-little-sister,Positive,Positive,,Positive
https://www.foxnews.com/sports/travis-jason-kelce-joke-taylor-swift-meeting-their-dad-chiefs-star-denies-security-guard-push,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-travis-kelces-pda-signals-nfl-player-engame-pop-star-expert,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-fans-go-wild-sings-falling-love-again-kicking-off-international-tour,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-secures-travis-kelces-dads-stamp-approval-glowing-review,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/travis-kelce-issues-apology-taylor-swifts-dad-scott-concert-flub,Neutral,Neutral,,Positive
https://www.foxnews.com/entertainment/2023-cmas-co-hosts-luke-bryan-peyton-manning-joke-about-taylor-swift-travis-kelce-award-show,,,Positive,
https://www.foxnews.com/entertainment/taylor-swift-travis-kelce-relationship-works-very-supportive-each-other,Positive,Positive,,Positive
https://www.foxnews.com/sports/travis-kelce-taylor-swift-exit-chiefs-stadium-hand-in-hand-dominant-win-chargers,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-parties-jackson-mahomes-fans-plead-safety-get-out-box,Positive,Positive,,Negative
https://www.foxnews.com/sports/travis-kelces-mom-explains-why-chiefs-star-taken-game-new-level-amid-taylor-swift-relationship,Negative,Negative,,Positive
https://www.foxnews.com/entertainment/taylor-swift-embraced-travis-kelces-kansas-city-chiefs-crew-shes-letting-her-guard-down-expert,Positive,Positive,,Positive
https://www.foxnews.com/sports/cowboys-micah-parsons-explains-travis-kelce-performs-better-bad-girl-taylor-swift,Positive,Positive,,Positive
https://www.foxnews.com/sports/chiefs-travis-kelce-hints-at-traveling-south-america-support-taylor-swifts-tour-during-teams-bye-week,Positive,Positive,,Positive
https://www.foxnews.com/sports/chiefs-star-travis-kelce-buys-new-kansas-city-home-amid-rumored-romance-taylor-swift-reports,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-joined-travis-kelce-international-eras-tour-report,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/taylor-swift-skips-travis-kelces-football-games-eras-tour-prep,Positive,Positive,,Positive
https://www.foxnews.com/sports/nsyncs-lance-bass-three-word-message-cameras-searching-nfls-hottest-couple,,,Negative,
https://www.foxnews.com/sports/broncos-troll-chiefs-blasting-taylor-swift-hit-throughout-stadium-major-upset,Positive,Positive,,Negative
https://www.foxnews.com/lifestyle/mom-told-remove-decorations-sons-gravesite-taylor-swift-swear-jar-goes-viral,,,Negative,
https://www.foxnews.com/entertainment/taylor-swift-brittany-mahomes-party-before-chiefs-game-king-charles-reported-control-harry-meghan,Neutral,Neutral,,Positive
https://www.foxnews.com/sports/taylor-swift-to-likely-miss-travis-kelces-chiefs-game-this-sunday-as-eras-tour-nears-return-reports,Positive,Positive,,Positive
https://www.foxnews.com/entertainment/gwyneth-paltrow-disappear-taylor-swift-protected-travis-kelce,Positive,Positive,,Positive
https://www.foxsports.com/stories/nfl/travis-kelces-dad-says-hes-impressed-by-taylor-swift-after-meeting-pop-star,Positive,Positive,,Positive
https://www.foxsports.com/stories/nfl/will-taylor-swift-be-at-the-chiefs-game-in-germany-travis-kelce-wouldnt-say,Negative,Negative,,Positive
https://www.foxsports.com/stories/nfl/2023-nfl-odds-taylor-swifts-presence-in-germany-could-affect-betting-market,,,Positive,
https://www.foxsports.com/stories/nfl/taylor-swift-embraces-travis-kelce-changes-song-lyric-for-him-at-argentina-concert,,,Neutral,
https://www.foxsports.com/stories/nfl/travis-kelce-dazzles-in-week-7-is-he-showing-off-for-taylor-swift,Positive,Positive,,Negative
https://www.foxsports.com/watch/fmc-vrs9qr4ig6ki508a,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-lebron-james-taylor-swift-celebrate-national-tight-ends-day,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/does-taylor-swift-really-swing-betting-odds-when-shes-at-chiefs-games,Positive,Positive,,Neutral
https://www.foxsports.com/stories/nfl/giants-daniel-jones-ruled-out-for-third-straight-week-tyrod-taylor-to-start,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/buccaneers-bills-live-updates-top-moments-from-thursday-night-football,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-lebron-james-loves-big-days-from-myles-garrett-lamar-jackson,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/fox-super-6-nfl-contest-chris-the-bear-fallicas-week-8-picks,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/tyrod-taylor-has-succeeded-where-daniel-jones-failed-with-giants-offense,Neutral,Neutral,,Positive
https://www.foxsports.com/stories/nfl/chiefs-travis-kelce-joins-jason-kelce-on-a-philly-special-christmas-single,Positive,Positive,,Positive
https://www.foxsports.com/stories/nfl/patrick-mahomes-throws-4-tds-travis-kelce-has-big-day-as-chiefs-beat-chargers,Positive,Positive,,Positive
https://www.foxsports.com/stories/nfl/nfl-week-6-top-viral-moments-social-media-reacts-as-49ers-lose-to-browns-eagles-lose-to-jets,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/nfl-week-8-top-viral-moments-best-halloween-costumes-from-around-the-league,Neutral,Neutral,,Positive
https://www.foxsports.com/stories/nfl/jerry-jones-gives-mixed-signals-on-cowboys-trade-deadline-approach,,,Neutral,
https://www.foxsports.com/stories/nba/wrongful-death-suit-filed-against-top-nba-pick-brandon-miller,,,Neutral,
https://www.foxsports.com/stories/nfl/cooper-kupp-believes-rams-can-be-dangerous-make-a-run-with-their-talented-rookies,,,Neutral,
https://www.foxsports.com/stories/nba/warriors-andre-iguodala-a-four-time-nba-champion-retires-after-19-years,,,Neutral,
https://www.foxsports.com/stories/nfl/jay-glazer-cardinals-want-to-build-around-kyler-murray-not-trade-him,,,Neutral,
https://www.foxsports.com/stories/nfl/chiefs-and-patriots-compete-for-fans-and-influence-in-germany-ahead-of-games-in-frankfurt,Positive,Positive,,Positive
https://www.foxsports.com/stories/nfl/fox-super-6-nfl-contest-chris-the-bear-fallicas-week-9-picks,,,Neutral,
https://www.foxsports.com/stories/nfl/buccaneers-are-on-a-3-game-skid-but-still-have-a-lot-to-play-for-this-season,,,Neutral,
https://www.foxsports.com/stories/nfl/buffalo-bills-made-a-philosophical-change-with-josh-allen-in-win-but-is-it-sustainable,,,Neutral,
https://www.foxsports.com/stories/nfl/travis-kelce-says-chiefs-loss-to-broncos-was-embarrassing,Negative,Negative,,Neutral
https://www.foxsports.com/stories/nfl/nfl-week-7-live-updates,,,Neutral,
https://www.foxsports.com/stories/nfl/nfl-week-7-top-viral-moments-sights-and-sounds-from-around-the-league,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nfl/p-j-locke-saves-denver-from-another-meltdown-as-broncos-beat-packers-19-17,,,Neutral,
https://www.foxsports.com/stories/nfl/panthers-bryce-young-vs-texans-c-j-stroud-what-to-expect-in-their-first-matchup,,,Neutral,
https://www.foxsports.com/stories/nfl/trevor-lawrence-to-trey-lance-grading-the-2021-quarterback-class-so-far,,,Neutral,
https://www.foxsports.com/stories/nfl/sam-darnold-next-to-take-turn-in-49ers-qb-carousel-nfc-west-stock-watch,,,Neutral,
https://www.foxsports.com/stories/nfl/browns-edge-myles-garrett-dominates-in-win-over-colts-man-95-is-a-problem,,,Neutral,
https://www.foxsports.com/stories/nba/ben-simmons-has-his-health-and-old-job-back-now-nets-need-to-see-his-old-game,,,Neutral,
https://www.foxsports.com/stories/nba/lebron-james-to-clap-back-at-nuggets-trash-talk-there-will-be-a-time,,,Neutral,
https://www.foxsports.com/stories/nba/sixers-will-start-regular-season-without-james-harden-unless-something-changes,,,Neutral,
https://www.foxsports.com/stories/nfl/what-we-learned-in-nfl-week-7-lamar-jackson-as-mvp-frontrunner-travis-kelces-immense-value,Neutral,Neutral,,Neutral
https://www.foxsports.com/stories/nba/nba-teams-tiers-its-title-or-bust-for-the-nuggets-bucks-celtics-and-suns,,,Neutral,
https://www.foxsports.com/stories/nba/spurs-victor-wembanyama-already-setting-the-tone-for-rookie-season,,,Neutral,
https://www.foxsports.com/stories/nfl/sportsbooks-win-big-in-nfl-week-7-thanks-to-patriots-upset-of-bills-college-bettors-also-lose-with-usc,,,Neutral,
https://www.foxsports.com/stories/nfl/despite-three-red-zone-fumbles-falcons-still-beat-bucs-to-grab-first-place,,,Neutral,
https://www.foxsports.com/stories/nfl/eagles-defense-smothers-dolphins-electric-attack-impressive-win,,,Neutral,
https://www.foxsports.com/stories/nfl/nfl-top-10-rankings-chiefs-hold-top-spot-eagles-ravens-rise-dolphins-lions-fall,,,Neutral,
https://www.foxsports.com/stories/nfl/sportsbooks-win-big-via-patriots-upset-college-bettors-fall-flat-with-usc-loss,Neutral,Neutral,,Neutral
https://www.nbcnews.com/pop-culture/taylor-swift-asks-fans-not-throw-objects-stage-buenos-aires-rcna124930,,,Neutral,
https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swift-kisses-travis-kelce-cheek-instagram-photo-rcna121784,Positive,Positive,,Positive
https://www.nbcnews.com/news/us-news/savannah-guthrie-taylor-swift-halloween-see-joined-stage-rcna122976,,,Positive,
https://www.nbcnews.com/pop-culture/celebrity/travis-kelce-reacts-taylor-swift-karma-lyric-change-rcna124807,Positive,Positive,,Positive
https://www.nbcnews.com/pop-culture/1989-taylors-version-what-to-know-rcna122332,,,Positive,
https://www.nbcnews.com/news/november-13-2023-morning-rundown-rcna124846,Positive,Positive,,Positive
https://www.nbcnews.com/pop-culture/pop-culture-news/taylor-swifts-eras-tour-concert-film-takes-final-bow-box-office-weeken-rcna123584,,,Neutral,
https://www.nbcnews.com/news/asian-america/new-jeans-billboard-award-rcna123225,,,Positive,
https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-cancels-show-buenos-aires-travis-kelce-arrives-argentina-rcna124532,,,Neutral,
https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-travis-kelce-argentina-eras-tour-rcna124327,Positive,Positive,,Positive
https://www.nbcnews.com/pop-culture/pop-culture-news/travis-kelce-reacts-fans-joking-pushed-taylor-swifts-security-guard-rcna121018,Negative,Negative,,Positive
https://www.nbcnews.com/pop-culture/pop-culture-news/chiefs-lose-travis-kelce-tough-day-taylor-swifts-absence-rcna122709,Negative,Negative,,Positive
https://www.nbcnews.com/pop-culture/celebrity/taylor-swift-travis-kelce-relationship-raising-dating-standards-rcna124991,Positive,Positive,,Positive
https://www.newsweek.com/travis-kelce-reportedly-bought-6-million-mansion-privacy-1836215,Neutral,Neutral,,Positive
https://www.newsweek.com/taylor-kelce-talks-about-electric-snl-appearance-date-taylor-swift-1835850,Negative,Negative,,Positive
https://www.newsweek.com/taylor-swift-voting-message-sparks-outrage-1841802,,,Negative,
https://www.newsweek.com/travis-kelce-taylor-swift-timeline-how-he-played-since-going-public-1836592,Positive,Positive,,Positive
https://www.newsweek.com/travis-kelces-parents-thoughts-taylor-swift-1837340,Neutral,Neutral,,Positive
https://www.newsweek.com/taylor-swift-responds-witchcraft-taunts-extraordinary-video-1843388,,,Neutral,
https://www.newsweek.com/taylor-swift-patrick-mahomes-wife-brittany-sparks-outrage-1836802,Neutral,Neutral,,Negative
https://www.newsweek.com/jimmy-kimmel-mocks-taylor-swift-brittany-mahomes-handshake-1837173,Positive,Positive,,Positive
https://www.newsweek.com/travis-kelce-quiet-game-without-taylor-swift-present-sparks-questions-1841136,Neutral,Neutral,,Positive
https://www.newsweek.com/travis-kelce-stylist-responds-taylor-swift-wardrobe-conspiracies-1840354,,,Positive,
https://www.newsweek.com/travis-kelce-sweet-bond-taylor-swift-dad-scott-1843967,Positive,Positive,,Positive
https://www.newsweek.com/taylor-swift-absence-travis-kelce-game-sparks-conspiracy-theories-1839040,Negative,Negative,,Positive
https://www.newsweek.com/josh-allen-taylor-swift-audible-buffalo-bills-game-1838664,,,Neutral,
https://www.newsweek.com/travis-kelce-roasted-social-media-users-trademark-filings-1840876,Positive,Positive,,Positive
https://www.newsweek.com/gigi-hadid-taylor-swift-travis-kelce-relationship-rumor-1843547,Negative,Negative,,Negative
https://www.newsweek.com/taylor-swift-brittany-mahomes-friendship-sparks-backlash-1841116,Negative,Negative,,Positive
https://www.newsweek.com/broncos-troll-chiefs-playing-taylor-swift-arena-after-big-win-1839135,Negative,Negative,,Positive
https://www.newsweek.com/travis-kelce-addresses-whether-he-love-taylor-swift-1840808,Neutral,Neutral,,Positive
https://www.newsweek.com/travis-kelce-reportedly-will-travel-argentina-visit-taylor-swift-1842378,Positive,Positive,,Positive
https://www.newsweek.com/andy-reid-opposing-coaches-dont-call-him-about-taylor-swift-1843672,Positive,Positive,,Positive
https://www.newsweek.com/travis-kelce-mom-reassures-chiefs-fans-concerns-about-taylor-swift-1840724,Negative,Negative,,Positive
https://www.newsweek.com/taylor-swift-travis-kelce-halloween-display-video-1837395,,,Positive,
https://www.newsweek.com/travis-kelce-saw-taylor-swift-perform-argentina-heres-what-happened-1842968,,,Positive,
https://www.newsweek.com/cat-hilarious-reaction-owner-singing-taylor-swift-song-airplane-mode-1841192,,,Positive,
https://www.newsweek.com/taylor-swift-reveals-fan-behavior-that-freaks-her-out-1843154,,,Positive,
https://www.newsweek.com/travis-kelce-brother-jason-kelce-dark-side-taylor-swift-romance-1838235,Neutral,Neutral,,Negative
https://www.newsweek.com/nfl-official-x-account-switches-header-taylor-swift-josh-dobbs-1843115,,,Neutral,
https://www.newsweek.com/video-trump-takes-stage-j6-hostages-song-that-beat-taylor-swift-1840525,,,Neutral,
https://www.newsweek.com/taylor-swift-eras-movie-box-office-compares-sound-freedom-1835321,,,Positive,
https://www.newsweek.com/harry-styles-big-change-shakes-fans-1842580,Negative,Negative,,Negative
https://www.newsweek.com/travis-jason-kelce-comparison-viral-1843209,Negative,Negative,,Positive
https://www.newsweek.com/former-chiefs-gm-scott-pioli-provides-perspective-travis-kelce-1843945,Negative,Negative,,Positive
https://www.newsweek.com/what-know-about-dolly-parton-event-hitting-theaters-soon-1837916,,,Positive,
https://www.newsweek.com/brittany-mahomes-kim-kardashian-skims-taylor-swift-1842757,Neutral,Neutral,,Negative
https://www.newsweek.com/travis-kelce-bye-week-plans-arent-problem-1842298,Neutral,Neutral,,Positive
https://www.newsweek.com/travis-kelce-bizarre-game-behaviour-goes-viral-1838263,,,Neutral,
https://www.newsweek.com/who-chargers-superfan-merianne-do-5-things-we-know-after-she-went-viral-1838776,,,Positive,
https://www.newsweek.com/kellyanne-conway-claudia-clown-marjorie-taylor-greene-pete-buttigieg-1841844,,,Neutral,
https://www.newsweek.com/travis-kelce-might-go-somewhere-sunny-during-chiefs-bye-week-1842042,Positive,Positive,,Positive
https://www.newsweek.com/what-going-jada-pinkett-smith-1835191,Positive,Positive,,Positive
https://www.newsweek.com/patrick-mahomes-mom-slams-bullies-amid-jackson-brittany-backlash-1840604,Positive,Positive,,Positive
https://www.newsweek.com/jason-kelce-drug-test-nfl-birthday-1841183,Positive,Positive,,Positive
https://www.newsweek.com/aaron-rodgers-social-media-has-old-teammate-thinking-about-early-return-1841311,Positive,Positive,,Positive
https://www.newsweek.com/nfl-week-7-winners-losers-1837057,Positive,Positive,,Positive
https://www.newsweek.com/travis-kelce-new-business-venture-isnt-touchdown-cheifs-fans-1840854,Positive,Positive,,Negative
https://www.newsweek.com/patrick-mahomes-joining-espn-manningcast-1843371,Positive,Positive,,Positive
https://www.newsweek.com/shannon-sharpe-travis-kelce-world-series-game-1-horrible-look-1839216,Neutral,Neutral,,Negative
https://www.newsweek.com/jason-kelce-not-travis-named-one-people-sexiest-men-alive-1841888,Positive,Positive,,Positive
https://www.newsweek.com/jason-kelce-came-her-restaurant-tried-roast-queen-1843550,Negative,Negative,,Positive
https://www.newsweek.com/americans-earning-more-complaining-about-economy-1839562,,,Positive,
https://www.newsweek.com/mike-johnson-has-already-made-his-first-mistake-1839629,,,Neutral,
https://www.newsweek.com/nfl-best-performers-week-7-lamar-jackson-1837110,Positive,Positive,,Positive
https://www.newsweek.com/donald-trump-january-6-choir-jack-smith-indictment-1841822,,,Positive,
https://www.newsweek.com/biden-gets-bad-economic-news-polls-spell-disaster-1842800,,,Positive,
https://www.newsweek.com/travis-kelce-salary-how-much-does-chiefs-tight-end-make-1836611,Positive,Positive,,Positive
https://www.newsweek.com/rob-schneider-under-fire-over-travis-kelce-comment-1841548,,,Neutral,
https://www.newsweek.com/2023/11/24/heres-real-threat-ai-right-now-just-ask-my-son-1843729.html,,,Neutral,
https://www.newsweek.com/josh-dobbs-isnt-just-viral-story-valuable-lesson-1843269,Positive,Positive,,Positive
https://www.newsweek.com/kellyanne-conway-daughter-claudia-slams-governments-israel-hamas-war-1836011,,,Positive,
https://www.newsweek.com/kc-chiefs-have-ready-made-insurance-policy-nick-bolton-injury-drue-tranquill-1836895,Neutral,Neutral,,Positive
https://www.newsweek.com/2023/11/17/dolly-disruptor-queen-countrys-barrier-breaking-milestones-1839373.html,,,Neutral,
https://www.newsweek.com/2023/11/10/exclusive-dolly-parton-rock-rhinestones-her-genre-busting-career-1839246.html,,,,
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-big-kiss-eras-tour-music-celebrity-news,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-in-love-question-answer-video,Neutral,Neutral,,Positive
https://ftw.usatoday.com/lists/taylor-swift-eagles-chiefs-travis-kelce-schedule,Neutral,Neutral,,Positive
https://ftw.usatoday.com/2023/11/olive-garden-travis-kelce-tweet-taylor-swift,,,Negative,
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-engaged-prediction-hilarie-burton,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/taylor-swift-brittany-mahomes-secret-handshake-travis-kelce-video,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-eras-tour-singing-video,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-halloween-costumes-new-heights-podcast,,,Positive,
https://ftw.usatoday.com/2023/11/travis-kelce-texting-taylor-swift-new-heights-podcast,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-tyreek-hill-fans-quote,Neutral,Neutral,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-eras-tour-argentina-patrick-mahomes-charity,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swft-travis-kelce-eras-tour-super-bowl-schedule-drew-barrymore,Neutral,Neutral,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-taylor-swift-eras-tour-argentina-podcast-jason,Neutral,Neutral,,Positive
https://ftw.usatoday.com/2023/11/travis-kelce-argentina-eras-tour-taylor-swift-photos-reaction,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/chiefs-taylor-swift-andy-reid-travis-kelce-video,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-germany-chiefs-dolphins-jaylen-waddle-reaction-video,,,Neutral,
https://ftw.usatoday.com/2023/10/taylor-swift-travis-kelce-denver-broncos-kansas-city-chiefs-ziggy-corgi-halftime-race,,,Positive,
https://ftw.usatoday.com/lists/travis-kelce-taylor-swift-jason-podcast-new-heights-karma,Positive,Positive,,Positive
https://ftw.usatoday.com/lists/taylor-swift-1989-taylors-version-double-album-theory,,,Positive,
https://ftw.usatoday.com/2023/11/taylor-swift-brittany-mahomes-instagram-travis-kelce,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-brittany-mahomes-germany-selena-gomez-sophie-turner,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-buenos-aires-argentina-eras-tour,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/10/travis-kelce-taylor-swift-shake-it-off-world-series,Positive,Positive,,Positive
https://ftw.usatoday.com/2023/11/taylor-swift-travis-kelce-brittany-mahomes-chiefs-watch-party-nyc,Negative,Negative,,Positive
https://ftw.usatoday.com/lists/taylor-swift-travis-kelce-schedules-chiefs-eras-tour,Positive,Positive,,Positive
